node,best_radius,best_q,size,members
1623,1,1.0789327307216638,25,"['689', '1366', '781', '467', '1739', '306', '1855', '698', '1511', '290', '215', '982', '1147', '1320', '1721', '422', '318', '124', '1608', '1502', '127', '1311', '1142', '1280', '1259']"
66,1,1.0789327307216638,12,"['1476', '675', '290', '1068', '1297', '1660', '1593', '467', '669', '306', '103', '1259']"
1862,1,1.0789327307216638,16,"['59', '1608', '814', '1763', '127', '738', '1867', '777', '369', '928', '868', '1297', '275', '467', '1386', '1593']"
983,1,1.0789327307216638,11,"['102', '814', '1821', '290', '459', '2', '261', '1147', '1386', '1311', '318']"
671,1,1.0789327307216638,5,"['1263', '1014', '1147', '315', '1311']"
1788,1,1.0789327307216638,9,"['1631', '502', '2', '1533', '1443', '1147', '1824', '1086', '682']"
913,1,1.0789327307216638,72,"['1631', '1476', '67', '36', '1533', '1845', '369', '274', '717', '1660', '467', '1422', '669', '682', '1739', '1855', '488', '1511', '1036', '814', '628', '290', '1232', '2', '15', '1443', '1150', '1367', '1179', '1824', '1320', '429', '1721', '1414', '1593', '45', '195', '1424', '1256', '127', '893', '1782', '1837', '1653', '1758', '471', '197', '659', '315', '176', '1196', '1311', '751', '869', '349', '305', '26', '523', '1142', '1474', '1376', '1263', '1014', '1867', '342', '428', '1068', '291', '106', '1086', '1486', '1374']"
884,1,1.0789327307216638,23,"['1776', '1662', '455', '369', '1137', '467', '698', '1821', '809', '1232', '1179', '1829', '1666', '127', '1758', '1673', '59', '1867', '391', '428', '928', '1621', '1701']"
758,1,1.0789327307216638,13,"['488', '1476', '1859', '127', '290', '62', '1758', '1304', '1660', '1147', '467', '988', '1311']"
1713,1,1.0789327307216638,16,"['59', '1476', '1821', '1787', '127', '290', '1232', '781', '777', '870', '1758', '1297', '1147', '467', '1157', '1433']"
461,1,1.0789327307216638,23,"['689', '1476', '67', '1660', '1422', '669', '1739', '290', '1320', '1721', '1593', '103', '45', '1557', '127', '1758', '305', '1474', '428', '1068', '1297', '1374', '1259']"
1024,1,1.0789327307216638,13,"['465', '290', '781', '1443', '1673', '1660', '402', '1739', '103', '174', '1423', '45', '1259']"
790,1,1.0789327307216638,20,"['1476', '1543', '67', '1660', '1739', '1036', '290', '1320', '1721', '1593', '103', '45', '127', '197', '1643', '988', '523', '319', '106', '1259']"
632,1,1.0789327307216638,21,"['67', '1533', '467', '669', '682', '814', '1147', '207', '287', '1287', '471', '1643', '1196', '1311', '1883', '751', '319', '557', '1280', '1297', '1078']"
1596,1,1.0789327307216638,8,"['1387', '628', '67', '1354', '212', '1287', '1383', '386']"
639,1,1.0789327307216638,20,"['1476', '67', '467', '1821', '489', '868', '1147', '103', '1371', '424', '127', '287', '471', '1189', '661', '862', '1049', '1297', '1078', '1603']"
1358,1,1.0789327307216638,18,"['1608', '67', '287', '36', '455', '459', '1245', '1142', '1287', '868', '1179', '1297', '628', '928', '293', '1311', '869', '305']"
1051,1,1.0789327307216638,6,"['1555', '704', '471', '1203', '152', '163']"
210,1,1.0789327307216638,8,"['150', '781', '455', '1662', '649', '669', '798', '1603']"
896,1,1.0789327307216638,23,"['465', '1660', '467', '682', '1423', '1012', '1821', '1763', '290', '982', '1147', '5', '1557', '127', '388', '777', '471', '1196', '1311', '704', '1867', '85', '1621']"
1549,1,1.0789327307216638,34,"['1476', '1765', '62', '1245', '1533', '996', '1660', '467', '894', '682', '1423', '814', '1821', '290', '982', '1320', '5', '1721', '103', '1593', '318', '207', '1433', '127', '1782', '1758', '471', '1311', '869', '305', '26', '577', '391', '1374']"
1812,1,1.0789327307216638,7,"['290', '122', '1660', '1486', '1739', '1337', '45']"
1542,1,1.0789327307216638,5,"['127', '290', '1320', '1739', '45']"
46,1,1.0789327307216638,14,"['1424', '1776', '1867', '455', '1297', '1545', '467', '106', '1706', '1320', '869', '195', '1259', '1647']"
1393,1,1.0789327307216638,6,"['455', '1758', '1297', '467', '1739', '45']"
571,1,1.0789327307216638,9,"['1476', '290', '1765', '1660', '1320', '1739', '103', '45', '1621']"
1331,1,1.0789327307216638,6,"['290', '141', '1660', '1320', '1721', '305']"
1377,1,1.0789327307216638,22,"['1344', '814', '264', '863', '868', '141', '1825', '1426', '1605', '287', '1758', '784', '1742', '659', '260', '751', '869', '1142', '1787', '428', '1068', '1259']"
1875,1,1.0789327307216638,5,"['689', '36', '287', '148', '631']"
187,1,1.0789327307216638,6,"['1005', '504', '1196', '682', '1374', '1311']"
1181,1,1.0789327307216638,13,"['955', '290', '388', '982', '1147', '1196', '1492', '460', '1311', '1593', '1337', '1157', '162']"
1056,1,1.0789327307216638,25,"['1194', '1476', '67', '369', '1137', '467', '1422', '1313', '290', '785', '1249', '1721', '1593', '1666', '1541', '1304', '1673', '984', '1376', '391', '1154', '428', '1297', '1068', '1486']"
1060,1,1.0789327307216638,5,"['628', '67', '176', '1086', '806']"
1804,1,1.0789327307216638,21,"['1476', '67', '1245', '1422', '806', '290', '905', '696', '103', '1733', '1433', '127', '1758', '471', '1807', '260', '1196', '1311', '163', '441', '1259']"
1017,1,1.0789327307216638,14,"['1476', '127', '67', '287', '290', '628', '1142', '1350', '1660', '1739', '422', '305', '1621', '1701']"
54,1,1.0789327307216638,18,"['1344', '1543', '127', '287', '290', '1154', '1673', '1896', '141', '1068', '1660', '504', '1422', '688', '113', '1841', '1259', '207']"
377,1,1.0789327307216638,6,"['1517', '893', '1185', '55', '496', '1721']"
1204,1,1.0789327307216638,7,"['67', '287', '893', '55', '781', '1593', '869']"
936,1,1.0789327307216638,7,"['127', '1297', '982', '1147', '467', '1593', '751']"
1882,1,1.0789327307216638,11,"['1476', '127', '1280', '1758', '471', '1137', '1660', '1311', '318', '1374', '1433']"
945,1,1.0789327307216638,7,"['1718', '127', '455', '1660', '1593', '698', '423']"
1887,1,1.0789327307216638,7,"['814', '127', '819', '1758', '1643', '767', '244']"
1902,1,1.0789327307216638,9,"['656', '127', '287', '1297', '467', '669', '1593', '422', '1433']"
1796,1,1.0789327307216638,5,"['1476', '127', '1660', '467', '1259']"
1907,1,1.0789327307216638,10,"['1476', '1821', '127', '1245', '1673', '1147', '467', '698', '1829', '1433']"
294,1,1.0789327307216638,5,"['1821', '127', '290', '1811', '1758']"
1398,1,1.0789327307216638,15,"['689', '1476', '127', '290', '287', '1765', '902', '1147', '1525', '1320', '1196', '1721', '669', '1739', '305']"
854,1,1.0789327307216638,11,"['465', '1821', '1476', '127', '1354', '1557', '781', '1758', '197', '467', '1593']"
1704,1,1.0789327307216638,11,"['1476', '127', '290', '287', '455', '1765', '880', '1660', '467', '1320', '1739']"
1705,1,1.0789327307216638,12,"['465', '1821', '127', '1014', '455', '781', '471', '1896', '1660', '1147', '1311', '441']"
456,1,1.0789327307216638,7,"['1612', '1476', '1837', '127', '905', '1297', '305']"
